,id,url
0,1595135957446979584,http://pbs.twimg.com/ext_tw_video_thumb/1594248775853146112/pu/img/9SXHYi8vPYYcjZTv.jpg
1,1595135938518474752,http://pbs.twimg.com/media/FiK8ZwcXkAIvmWI.jpg
2,1595135928003186688,http://pbs.twimg.com/ext_tw_video_thumb/1591742826588516352/pu/img/WY2ZtYr1nd0ApUFN.jpg
3,1595135918440321026,http://pbs.twimg.com/media/FiMM_BmXwA4DH-T.jpg
4,1595135908097167360,http://pbs.twimg.com/ext_tw_video_thumb/1594984739059933192/pu/img/prZIHSrLODXh0VjK.jpg
5,1595135887251161090,http://pbs.twimg.com/ext_tw_video_thumb/1594248775853146112/pu/img/9SXHYi8vPYYcjZTv.jpg
6,1595135872378490881,http://pbs.twimg.com/media/FiJdk0TUAAAm57W.jpg
7,1595135852455215104,http://pbs.twimg.com/media/FiKmZWdVsAAsug9.jpg
8,1595135801464999937,http://pbs.twimg.com/ext_tw_video_thumb/1594800301982511110/pu/img/Cfnlvncogrf_KZO9.jpg
9,1595135771614523393,http://pbs.twimg.com/media/FiLpUImWYAMr732.jpg
10,1595135762399260672,http://pbs.twimg.com/ext_tw_video_thumb/1595113197110976514/pu/img/REaj_WstZ1aoG2T_.jpg
11,1595135689984970752,http://pbs.twimg.com/media/FiHD2n7XEAY1LRz.jpg
12,1595135620003008512,http://pbs.twimg.com/ext_tw_video_thumb/1594979382036422656/pu/img/1iZu5NptnHueRlmq.jpg
13,1595135618623082497,http://pbs.twimg.com/media/FiL1KROXkAQReQY.jpg
14,1595135598708150273,http://pbs.twimg.com/media/FiHD2n7XEAY1LRz.jpg
15,1595135596997267457,http://pbs.twimg.com/media/FiLpUImWYAMr732.jpg
16,1595135573794394112,http://pbs.twimg.com/media/FiKjNU7VEAE-lcw.jpg
17,1595135570384023552,http://pbs.twimg.com/ext_tw_video_thumb/1594248775853146112/pu/img/9SXHYi8vPYYcjZTv.jpg
18,1595135542823645184,http://pbs.twimg.com/ext_tw_video_thumb/1594800301982511110/pu/img/Cfnlvncogrf_KZO9.jpg
19,1595135511202791425,http://pbs.twimg.com/media/FiB3igyXkAE4ZPF.png
20,1595135498192056321,http://pbs.twimg.com/ext_tw_video_thumb/1594789160816185344/pu/img/oYg6qXE7Cq2wntqr.jpg
21,1595135475861577729,http://pbs.twimg.com/ext_tw_video_thumb/1594224535683104768/pu/img/FX-3Fq3c23zaN7OE.jpg
22,1595135462725029889,http://pbs.twimg.com/media/FiJdk0TUAAAm57W.jpg
23,1595135460917260289,http://pbs.twimg.com/ext_tw_video_thumb/1591742826588516352/pu/img/WY2ZtYr1nd0ApUFN.jpg
24,1595135422036049920,http://pbs.twimg.com/ext_tw_video_thumb/1591742826588516352/pu/img/WY2ZtYr1nd0ApUFN.jpg
25,1595135389895110656,http://pbs.twimg.com/media/FiMPLo3XwA42eYw.jpg
26,1595135386208342016,http://pbs.twimg.com/media/FiMHtTIXkAIhRCX.jpg
27,1595135383997931521,http://pbs.twimg.com/media/FiIjH1zWIAA54nW.jpg
28,1595135382533947396,http://pbs.twimg.com/media/FiHetp9akAAeKA4.jpg
29,1595135379149144077,http://pbs.twimg.com/ext_tw_video_thumb/1594578054663221248/pu/img/qH14GPiejF0_UvMH.jpg
30,1595135360472088576,http://pbs.twimg.com/ext_tw_video_thumb/1594618869074653189/pu/img/aBlAQio7KLV0tjhA.jpg
31,1595135331073896448,http://pbs.twimg.com/media/FiFM3AYUcAAOUnb.jpg
32,1595135309007593472,http://pbs.twimg.com/ext_tw_video_thumb/1594979382036422656/pu/img/1iZu5NptnHueRlmq.jpg
33,1595135296521183233,http://pbs.twimg.com/ext_tw_video_thumb/1594799982946955264/pu/img/nAU1sBuwqmWD7Ttt.jpg
34,1595135287868653568,http://pbs.twimg.com/tweet_video_thumb/FiMPEdTWYAER88E.jpg
35,1595135275788734464,http://pbs.twimg.com/media/FiMM_BmXwA4DH-T.jpg
36,1595135269057204224,http://pbs.twimg.com/media/FiMOjI4UcAEnG5m.jpg
37,1595135264875499521,http://pbs.twimg.com/media/FiFM3AYUcAAOUnb.jpg
38,1595135209246142465,http://pbs.twimg.com/media/FiHy8txWQAAYI5A.jpg
39,1595135192918032384,http://pbs.twimg.com/media/FiK8ZwcXkAIvmWI.jpg
40,1595135184273575938,http://pbs.twimg.com/ext_tw_video_thumb/1594578054663221248/pu/img/qH14GPiejF0_UvMH.jpg
41,1595135179462303750,http://pbs.twimg.com/media/FiMLClOWIAIuO4G.jpg
42,1595135171560607745,http://pbs.twimg.com/media/FiJdk0TUAAAm57W.jpg
